iri,label,definition
http://lmss.sali.org/R0C3eb350E5411785c67778f,Zacapa,"Industries in the Textile and Apparel industry group include establishments that make textile products. With a few exceptions, processes used in these industries are generally cut and sew (i.e., purchasing fabric and cutting and sewing to make non-apparel textile products, such as sheets and towels) The industry group includes a diverse range of establishments manufacturing full lines of ready-to-wear apparel and custom apparel: apparel contractors, performing cutting or sewing operations on materials owned by others; jobbers performing entrepreneurial functions involved in apparel manufacture; and tailors, manufacturing custom garments for individual clients are all included. It also includes leather and manufacture."
http://lmss.sali.org/R0C435218D898CE0c4e08769,Romblon,Romblon is a province in the Philippines.
http://lmss.sali.org/R0C450563E4eaF6126e28941,Peloponnisos,Peloponnisos is a region in Greece.
http://lmss.sali.org/R0C45f9BFA66c7235b365104,Odeska oblast,Odeska oblast is a region in Ukraine.
http://lmss.sali.org/R0C541bACEa1bFAD48239f14,Koboko,Koboko is a town located in Uganda.
http://lmss.sali.org/R0C588aozYVJs38c1QJXf5,Placement Agent Agreement,"A Placement Agent Agreement is a contract between an investment fund and a third-party intermediary, where the intermediary helps the fund raise capital from investors. The placement agent typically receives a commission based on the amount raised."
http://lmss.sali.org/R0C5e299D6ea6E38d91A3806,Jalisco,Jalisco is a state in Mexico.
http://lmss.sali.org/R0C7080CA3cca56A68b397b9,Malagasy ariary,Locations used: Madagascar
http://lmss.sali.org/R0C73f4F73e2b787580666af,Ngaraard,
http://lmss.sali.org/R0C77b948Bf1377Fedc06702,As Suwayda',As Suwayda' is a city in the Syrian Arab Republic.
http://lmss.sali.org/R0C84137F76a68E7ece9728e,Iran (Islamic Republic of),
http://lmss.sali.org/R0C8625915825EDDe18E4c37,Shamal Sina',
http://lmss.sali.org/R0CA0f4A68af40CA310B2b31,Collines,"Collines refers to a department in Benin, which is a political subdivision within the country."
http://lmss.sali.org/R0CAa0b20339558E0d99Da5d,Overseas Private Investment Corporation,"The Overseas Private Investment Corporation (OPIC) is the United States government's development finance institution. It mobilizes private capital to help solve critical development challenges and, in doing so, advances the foreign policy of the United States and national security objectives."
http://lmss.sali.org/R0CAe770E74b64BC5f1A2ed9,Monaco-Ville,
http://lmss.sali.org/R0CBee42F53515E1d216300c,Manchester,Manchester is a specific location in Jamaica.
http://lmss.sali.org/R0CBf543131a547Ad31FBacd,Zufar,Zufar is a region in Oman.
http://lmss.sali.org/R0CC13972Fab2B0Bbbe1Bfa7,Jamtlands lan,Jamtlands lan is a county located in Sweden.
http://lmss.sali.org/R0CC14aC0A856F8128bD6357,Eschen,
http://lmss.sali.org/R0CCZFsgcvvOe2oYPnmajn,Société en Commandite Simple,"Société en Commandite Simple is a form of business in which a limited partner provides the bulk of the funds but entrusts the administration of the company to the general partner, who has increased prerogatives from the larger corporations. It should be distinguished from the more frequent limited partnership (SCA)."
http://lmss.sali.org/R0CCc0e95F4b9E3Ce6222309,Dien Bien,Dien Bien is a location in Viet Nam.
http://lmss.sali.org/R0CE22b9C44494A0011317f8,U.S. District Court - D. Alaska,D. Alaska
http://lmss.sali.org/R0CE767F7237769B2d3ECc2e,Ouest,Ouest refers to a region in Rwanda.
http://lmss.sali.org/R0CF36020D4fc8C540d85dbd,Carnikavas novads,
http://lmss.sali.org/R0CF62c9B7622E3Bf87FC275,Est,
http://lmss.sali.org/R0D086aFD4fe5EC02a3710f7,Nzerekore,
http://lmss.sali.org/R0D11996CB0dbCE64dc22b5b,Monte Plata,"This group comprises establishments primarily engaged in offering job or career vocational or technical courses. The curriculums offered by these schools are highly structured and specialized and lead to job-specific certification. Examples include Bartending schools, Modeling schools, Broadcasting schools, Real estate schools, Computer repair training, and Truck driving schools."
http://lmss.sali.org/R0D2336AF1fb57F1cdd5Fb16,Chahar Mahal va Bakhtiari,
http://lmss.sali.org/R0D24ca26514cA776450C13b,Kriva Palanka,
http://lmss.sali.org/R0D2d7dBF462cCC54a429af7,Yevlax,Yevlax is a city located in Azerbaijan.
http://lmss.sali.org/R0D38c4895a986B3de678f7d,Illizi,
http://lmss.sali.org/R0D401c6E3b7d715c1eAF69c,New Mexico State Courts,"The New Mexico State Courts refer to the judicial system of the state of New Mexico, including the New Mexico Supreme Court, New Mexico Metropolitan Court, New Mexico Court of Appeals, and New Mexico Magistrate Court."
http://lmss.sali.org/R0D5911D4B1b8A83c0558a75,Misamis Occidental,Misamis Occidental is a province in the Philippines.
http://lmss.sali.org/R0D624f00Dd66DFB8d75Cee2,Kayunga,Kayunga is a district in Uganda.
http://lmss.sali.org/R0D6668652470D0D1d26B519,Darien,"An individual or natural person is a person that is an individual human being, as opposed to a legal person, which may be a private or public organization."
http://lmss.sali.org/R0D69d4BC11b4F55cbc19747,Rivnenska oblast,Rivnenska oblast is a region in Ukraine.
http://lmss.sali.org/R0D6c06EECf8fBB28597A0e4,Zaporizka oblast,Zaporizka oblast is a region in Ukraine.
http://lmss.sali.org/R0D7804B3Cb6eE0Bb98BEb0d,Zaqatala,Zaqatala is a city located in Azerbaijan.
http://lmss.sali.org/R0D79557394598BEcd3F4c96,Waterford,Waterford is a city in Ireland.
http://lmss.sali.org/R0D8729ED8b109B036a3A72d,Babil,
http://lmss.sali.org/R0D98306E6177B81fcd10c06,Tshuapa,
http://lmss.sali.org/R0D9c09D8E181CC7d2c5671c,Konya,Konya is a city in Turkey.
http://lmss.sali.org/R0DAfd3FA7f5e87430eB2dd0,Kolubarski okrug,Kolubarski okrug is a district located in Serbia.
http://lmss.sali.org/R0DB70442Cf8b73D9275F14a,U.S. Dept. of Justice,"The United States Department of Justice (DOJ), also known as the Justice Department, is a federal executive department of the U.S. government, responsible for the enforcement of the law and administration of justice in the United States, equivalent to the justice or interior ministries of other countries."
http://lmss.sali.org/R0DB9975F6f0d3B78ec6Fc65,Federal Election Commission,The Federal Election Commission (FEC) is an independent regulatory agency whose purpose is to enforce campaign finance law in United States federal elections.
http://lmss.sali.org/R0DBc9d369ba6266169EB888,Dajabon,"The Accommodation and Food Services industry group comprises establishments providing customers with lodging and/or preparing meals, snacks, and beverages for immediate consumption. The sector includes both accommodation and food services establishments because the two activities are often combined at the same establishment."
http://lmss.sali.org/R0DCd60844d46FDFd6e01f61,Isiolo,"Locations used: New Zealand, Cook Islands(CK), Niue(NU), Pitcairn Islands(PN; see alsoPitcairn Islands dollar), Tokelau(TK)"
http://lmss.sali.org/R0DD6a2AC6d96C9C1ff8B4aa,Kermanshah,
http://lmss.sali.org/R0DDdf385C4c5B677d0284ff,Uruzgan,Uruzgan is a province in Afghanistan.
http://lmss.sali.org/R0DEc77DA6773648e8cB2239,Liberecky kraj,Liberecky kraj is a region in the northern part of Czechia.
http://lmss.sali.org/R0DEcbb299e8d307ae2E2bae,Drug Enforcement Administration,"The Drug Enforcement Administration (DEA) is a United States federal law enforcement agency under the United States Department of Justice, tasked with combating drug smuggling and use within the United States."
http://lmss.sali.org/R0DF7beB381622279ce7B225,Banwa,A Banwa is a political subdivision within Burkina Faso.
http://lmss.sali.org/R0E01f26F998d4CDcd089dfe,Mili,
http://lmss.sali.org/R0E02e35EB9a13C61679Dd0c,U.S. Ct. App. - 1st Circuit,1st Cir.
http://lmss.sali.org/R0E0458AFF79847Be5095250,Bureau of Safety and Environmental Enforcement,The Bureau of Safety and Environmental Enforcement (BSEE) is an agency under the United States Department of the Interior.
http://lmss.sali.org/R0E1580E821104583e5DF89f,Cantemir,
http://lmss.sali.org/R0E160aFA053d5DE8418F3d2,Solola,"Locations used: Cameroon(CM), Central African Republic(CF), Republic of the Congo(CG), Chad(TD), Equatorial Guinea(GQ), Gabon(GA)"
http://lmss.sali.org/R0E196aBF21faF8B13b89295,Penghu,"Penghu refers to a group of islands located in the Taiwan Strait, which are governed as a county of Taiwan."
http://lmss.sali.org/R0E1a374B26549DEc04AFea6,Vichada,
http://lmss.sali.org/R0E22af31A41a5F2bc35183f,Chimbu,
http://lmss.sali.org/R0E23afA37025BA0e2609ffe,Argentina,
http://lmss.sali.org/R0E2769E786453FFe923Ebe3,Ben Tre,Ben Tre is a province in Vietnam.
http://lmss.sali.org/R0E290a7B9aceE502b030334,Qabala,Qabala is a city in Azerbaijan.
http://lmss.sali.org/R0E29a8FA01d850C4ed619c4,Nueva Esparta,
http://lmss.sali.org/R0E2eaa3543285E7a042453b,Dolj,Dolj is a county in Romania.
http://lmss.sali.org/R0E39fdD79441DCBa337E03b,Antsiranana,Antsiranana is a city located in the northern part of Madagascar.
http://lmss.sali.org/R0E3fa7CFE1232906ab046ee,U.S. District Court - E.D. New York,E.D.N.Y
http://lmss.sali.org/R0E48055F306212E7ad60621,Sankt Gallen,Sankt Gallen is a city in Switzerland.
http://lmss.sali.org/R0E54f98D21dc5A11603E0f3,U.S. District Court - W.D. Oklahoma,W.D. Okla.
http://lmss.sali.org/R0E5b70A22422C12dd7A4b0a,Baki,"Baki refers to the capital city of Azerbaijan, located in the southeastern part of the country."
http://lmss.sali.org/R0E63c897295f98C22bEFedd,La Pampa,
http://lmss.sali.org/R0E9e32D7Abba738f3aE0429,Ivancna Gorica,Ivancna Gorica is a town located in Slovenia.
http://lmss.sali.org/R0EA05256F66e23F0b5C01df,Antalya,"Antalya is a city in Turkey, known for its beaches and historical sites."
http://lmss.sali.org/R0EA3e4CF7f427B527e4Fb30,Division of Corporation Finance,"The SEC Division of Corporation Finance seeks to ensure that investors are provided with material information in order to make informed investment decisions, both when a company initially offers its securities to the public and on an ongoing basis as it continues to give information to the marketplace. The Division also provides interpretive assistance to companies with respect to SEC rules and forms and makes recommendations to the Commission regarding new rules and revisions to existing rules."
http://lmss.sali.org/R0EA942AA2f7548Dca372aad,Kiambu,Locations used: Oman
http://lmss.sali.org/R0EB0a48128186397be484dd,Presovsky kraj,Presovsky kraj is a region in Slovakia.
http://lmss.sali.org/R0EB6af255b41DFFa4856b07,Moneghetti,
http://lmss.sali.org/R0ECce7BA61e484F67eB6044,Rabat-Sale-Zemmour-Zaer,"A region in Morocco that includes the cities of Rabat, Sale, and several other municipalities."
http://lmss.sali.org/R0ED708FB1c16E0A273B0417,WIR Franc,Locations used: Switzerland
http://lmss.sali.org/R0EU9KrLDwhmIAsBno5K4c,Evidentiary Motions,"A motion made during a trial requesting the admission or exclusion of evidence, including expert reports, based on its relevance, reliability, or legality."
http://lmss.sali.org/R0F374b3ABae37C2c32A00ca,Jalapa,Locations used: United States
http://lmss.sali.org/R0F4153BBC269BDDd0cA7906,Ilinden,
http://lmss.sali.org/R0F4221E7E53d3AA22688fb9,Brandenburg,Brandenburg is a state in Germany.
http://lmss.sali.org/R0F4e2745C01a69A5b879b3c,Mqabba,"Mqabba is a locality in Malta, situated in the southwestern region of the island."
http://lmss.sali.org/R0F51cb1264bdFB4ee1F8455,Goa,
http://lmss.sali.org/R0F699448095aF3F0310Deec,DOT Office of the Inspector General,"The Office of the Inspector General (OIG) conducts audits and investigations on behalf of the American public to improve the performance and integrity of DOT`s programs to ensure a safe, efficient, and effective national transportation system."
http://lmss.sali.org/R0F789f375c4415B3a840fd7,Gangwon-do,
http://lmss.sali.org/R0F90522A495318273aBCf87,Yatenga,Locations used: Libya
http://lmss.sali.org/R0FA9436C97d39EC16d12e12,Donduseni,
http://lmss.sali.org/R0FE3503CC85797351e297d1,Bosilovo,
http://lmss.sali.org/R0FFe08906d0c62362d2849e,U.S. Army Intelligence and Security Command,"The United States Army Intelligence and Security Command (INSCOM) is a direct reporting unit that conducts intelligence, security, and information operations for U.S. Army commanders and national decision makers."
http://lmss.sali.org/R0HJ4Pb6Bo9RmE3gbl7Wqh,Signing Event,"""Signing"" refers to the act of writing one's name on a document to confirm agreement or to verify its authenticity. It is a formal and legally recognized method of establishing consent, acceptance, or acknowledgment of the terms and conditions outlined in a legal document, such as a contract or a will. This could also be a period by which Representations and Warranties are deemed ""accurate"" or ""inaccurate."""
http://lmss.sali.org/R0JVSlp5HGa008rbHqx03i,Hispanic,A classification of individuals who identify as having Hispanic ethnicity and/or race.
http://lmss.sali.org/R0K66IgCUhhX2zRV5shtoC,Pennsylvania Court of Common Pleas -  Fayette County,"The Pennsylvania Court of Common Pleas - Fayette County is a specific court within the Pennsylvania Court of Common Pleas system, which is responsible for administering civil and criminal proceedings at the county level in Pennsylvania."
http://lmss.sali.org/R0M7MCKgv3PKyjZt8TXYMS,Monetary Flow Direction,"Monetary Flow Direction refers to the direction of money in relation to the provision of legal services, whether it is flowing into the law firm as profit or out of the law firm as a cost."
http://lmss.sali.org/R0MoavyBgkozkTUjvdvqth,False Claims Act Claim,"A False Claims Act Claim is a legal claim made by a whistleblower alleging that a person or entity has submitted false or fraudulent claims for payment to the government, in violation of the False Claims Act."
http://lmss.sali.org/R0OOF9laSeivv8VGOhksk6,Actor Relationship,"Actor Relationship specifies the nature of the connection between individuals in a particular context, such as legal, familial, or social. Common examples include ""spouse,"" ""child,"" and ""parent,"" which define how the individuals are related to each other. These terms often have legal implications, affecting rights, responsibilities, and eligibility for benefits or obligations, such as family law or immigration law."
http://lmss.sali.org/R0P6cac8zTuNTxrgFr7L2l,Welfare Fraud,"The use of deceitful statements, practices, or devices to unlawfully obtain welfare benefits."
http://lmss.sali.org/R0PQq2k9tafL6ZyuKTOy4p,Native Village of Kiana,
http://lmss.sali.org/R0PVdEH3BSj-ApRxG1AqexA,"PA199 Other Assessment, Development, or Administration","Use only for assessment, development, administration and other activities that can not be included under a previous code, or as instructed by the client."
http://lmss.sali.org/R0RHZ0Sq6IyveTUGJ27iZl,Goods Sold and Delivered,"Goods Sold and Delivered refers to a legal concept under Sale of Goods where the seller transfers the ownership of goods to the buyer in exchange for payment, and the buyer receives the goods and accepts them as they are."
http://lmss.sali.org/R0SRDIOd4jMEIn9PqpTZ1w,Associational Discrimination Claim,"An associational discrimination claim is a legal action brought by an individual who alleges they have been subjected to unfair treatment or adverse actions by an employer or organization based on their association or relationship with a person who has a protected characteristic, such as race, disability, religion, or age. Under anti-discrimination laws like the Americans with Disabilities Act (ADA) and Title VII of the Civil Rights Act of 1964, it is unlawful for employers to discriminate against employees due to their association with someone who has a protected status, even if the employee themselves does not possess that status."
http://lmss.sali.org/R0TZk2qCI4HPwDl3e9FoOo,Human Rights,"Human rights refer to the fundamental rights and freedoms to which all individuals are inherently entitled, regardless of nationality, sex, ethnicity, religion, or other characteristics. These rights are often upheld by international law and treaties, and they include, but are not limited to, the right to life, liberty, and security of person, as well as freedom from torture and discrimination."
http://lmss.sali.org/R0TbOyH9AwWejZe3MuqtPj,Arkansas Circuit Court - Jefferson Cty.,"A court located in Jefferson County, Arkansas that has jurisdiction over civil and criminal cases within its designated geographical area."
http://lmss.sali.org/R0VVJB13nsr7kBmepoSMW0,Future Advances Clause,"A Future Advances Clause is a provision in a contract that allows for additional loans or credit to be extended to the borrower in the future, without requiring a new contract or agreement."
http://lmss.sali.org/R0XLEfvuhH8nPNmKjYIviW,Open Book Account,"An open book account is a type of civil claim where a plaintiff seeks payment for goods or services provided to a defendant on an ongoing basis, with the details of the transactions recorded in a book or other record that is open to inspection by both parties."
http://lmss.sali.org/R0YBfoPLxIeU4a0LrkluN9,Date Created,Date Created: The specific point in time when a document or artifact was first produced or brought into existence.
